timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1642117721689,2,http://localhost/blog/-17,200,OK,Thread Group 1-5,text,true,,23342,615,5,5,http://localhost/blog/WebResource.axd?d=pynGkmcFUV13He1Qd6_TZKFmBG-AUY7YwSX-Eh_-So8UKa0fIVRDpGlQdJn4r3q4SNLVEw2&t=637729692413207958,2,0,0
1642117720981,42,http://localhost/blog/-16,200,OK,Thread Group 1-1,text,true,,2141,545,5,5,http://localhost/blog/scripts/syntaxhighlighter/shActivator.js,35,0,0
1642117720838,109,http://localhost/blog/-12,200,OK,Thread Group 1-3,text,true,,24753,525,5,5,http://localhost/blog/Scripts/Auto/blog.js,109,0,62
1642117720838,106,http://localhost/blog/-12,200,OK,Thread Group 1-4,text,true,,24753,525,5,5,http://localhost/blog/Scripts/Auto/blog.js,106,0,0
1642117721689,4,http://localhost/blog/-18,200,OK,Thread Group 1-5,bin,true,,839,538,5,5,http://localhost/blog/Content/images/blog/rssButton.png,4,0,0
1642117720949,79,http://localhost/blog/-13,200,OK,Thread Group 1-3,text,true,,30406,549,5,5,http://localhost/blog/scripts/syntaxhighlighter/scripts/XRegExp.js,78,0,0
1642117721010,28,http://localhost/blog/-17,200,OK,Thread Group 1-1,text,true,,23342,615,5,5,http://localhost/blog/WebResource.axd?d=pynGkmcFUV13He1Qd6_TZKFmBG-AUY7YwSX-Eh_-So8UKa0fIVRDpGlQdJn4r3q4SNLVEw2&t=637729692413207958,28,0,10
1642117721692,43,http://localhost/blog/-19,200,OK,Thread Group 1-5,bin,true,,1475,562,5,5,http://www.gravatar.com/avatar/6d639091c771c54398e476fbbabb2ce4.jpg?d=identicon,43,0,20
1642117720945,75,http://localhost/blog/-13,200,OK,Thread Group 1-4,text,true,,30406,549,5,5,http://localhost/blog/scripts/syntaxhighlighter/scripts/XRegExp.js,74,0,0
1642117720970,49,http://localhost/blog/-14,200,OK,Thread Group 1-3,text,true,,44438,548,5,5,http://localhost/blog/scripts/syntaxhighlighter/scripts/shCore.js,41,0,0
1642117721015,20,http://localhost/blog/-18,200,OK,Thread Group 1-1,bin,true,,839,538,5,5,http://localhost/blog/Content/images/blog/rssButton.png,20,0,0
1642117721692,43,http://localhost/blog/-20,200,OK,Thread Group 1-5,bin,true,,3352,562,5,5,http://www.gravatar.com/avatar/0cfd6b180bda41ecaf4e158cec9de287.jpg?d=identicon,43,0,20
1642117720970,50,http://localhost/blog/-14,200,OK,Thread Group 1-4,text,true,,44438,548,5,5,http://localhost/blog/scripts/syntaxhighlighter/scripts/shCore.js,43,0,0
1642117720969,41,http://localhost/blog/-15,200,OK,Thread Group 1-3,text,true,,2730,554,5,5,http://localhost/blog/scripts/syntaxhighlighter/scripts/shAutoloader.js,41,0,0
1642117721023,57,http://localhost/blog/-19,200,OK,Thread Group 1-1,bin,true,,1475,562,5,5,http://www.gravatar.com/avatar/6d639091c771c54398e476fbbabb2ce4.jpg?d=identicon,57,0,28
1642117720975,35,http://localhost/blog/-15,200,OK,Thread Group 1-4,text,true,,2730,554,5,5,http://localhost/blog/scripts/syntaxhighlighter/scripts/shAutoloader.js,35,0,0
1642117720969,43,http://localhost/blog/-16,200,OK,Thread Group 1-3,text,true,,2141,545,5,5,http://localhost/blog/scripts/syntaxhighlighter/shActivator.js,43,0,0
1642117721025,55,http://localhost/blog/-20,200,OK,Thread Group 1-1,bin,true,,3352,562,5,5,http://www.gravatar.com/avatar/0cfd6b180bda41ecaf4e158cec9de287.jpg?d=identicon,55,0,26
1642117720978,37,http://localhost/blog/-16,200,OK,Thread Group 1-4,text,true,,2141,545,5,5,http://localhost/blog/scripts/syntaxhighlighter/shActivator.js,37,0,0
1642117721010,29,http://localhost/blog/-17,200,OK,Thread Group 1-3,text,true,,23342,615,5,5,http://localhost/blog/WebResource.axd?d=pynGkmcFUV13He1Qd6_TZKFmBG-AUY7YwSX-Eh_-So8UKa0fIVRDpGlQdJn4r3q4SNLVEw2&t=637729692413207958,28,0,11
1642117721010,30,http://localhost/blog/-17,200,OK,Thread Group 1-4,text,true,,23342,615,5,5,http://localhost/blog/WebResource.axd?d=pynGkmcFUV13He1Qd6_TZKFmBG-AUY7YwSX-Eh_-So8UKa0fIVRDpGlQdJn4r3q4SNLVEw2&t=637729692413207958,30,0,0
1642117721010,28,http://localhost/blog/-18,200,OK,Thread Group 1-3,bin,true,,839,538,5,5,http://localhost/blog/Content/images/blog/rssButton.png,28,0,0
1642117721011,27,http://localhost/blog/-18,200,OK,Thread Group 1-4,bin,true,,839,538,5,5,http://localhost/blog/Content/images/blog/rssButton.png,27,0,0
1642117721016,64,http://localhost/blog/-19,200,OK,Thread Group 1-3,bin,true,,1475,562,5,5,http://www.gravatar.com/avatar/6d639091c771c54398e476fbbabb2ce4.jpg?d=identicon,64,0,35
1642117721017,63,http://localhost/blog/-19,200,OK,Thread Group 1-4,bin,true,,1475,562,5,5,http://www.gravatar.com/avatar/6d639091c771c54398e476fbbabb2ce4.jpg?d=identicon,63,0,34
1642117721023,56,http://localhost/blog/-20,200,OK,Thread Group 1-3,bin,true,,3352,562,5,5,http://www.gravatar.com/avatar/0cfd6b180bda41ecaf4e158cec9de287.jpg?d=identicon,56,0,28
1642117721022,57,http://localhost/blog/-20,200,OK,Thread Group 1-4,bin,true,,3352,562,5,5,http://www.gravatar.com/avatar/0cfd6b180bda41ecaf4e158cec9de287.jpg?d=identicon,57,0,29
1642117720592,31,http://localhost/blog/-3,200,OK,Thread Group 1-2,text,true,,25636,542,5,5,http://localhost/blog/Custom/Themes/Standard/css/styles.css,31,0,1
1642117720376,2310,openHomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-4,,true,,326218,11429,5,5,null,104,27,1
1642117720594,35,http://localhost/blog/-4,200,OK,Thread Group 1-2,bin,true,,3929,539,5,5,http://localhost/blog/Content/images/blog/blogengine.ico,33,0,2
1642117719130,3537,openHomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,326218,11429,5,5,null,1340,46,1
1642117720593,36,http://localhost/blog/-5,200,OK,Thread Group 1-2,text,true,,6323,548,5,5,http://localhost/blog/scripts/syntaxhighlighter/styles/shCore.css,36,0,3
1642117720229,2438,openHomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,326218,11429,5,5,null,232,45,0
1642117720592,37,http://localhost/blog/-6,200,OK,Thread Group 1-2,text,true,,2887,556,5,5,http://localhost/blog/scripts/syntaxhighlighter/styles/shThemeDefault.css,37,0,1
1642117721620,1041,openHomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-5,,true,,326218,11429,5,5,null,11,51,1
1642117720629,12,http://localhost/blog/-7,200,OK,Thread Group 1-2,text,true,,1421,518,5,5,http://localhost/blog/en-us.res.axd,12,0,0
1642117720647,72,http://localhost/blog/-8,200,OK,Thread Group 1-2,text,true,,92937,540,5,5,http://localhost/blog/Scripts/Auto/01-jquery-1.9.1.min.js,72,0,0
1642117720720,23,http://localhost/blog/-9,200,OK,Thread Group 1-2,text,true,,2532,537,5,5,http://localhost/blog/Scripts/Auto/02-jquery.cookie.js,23,0,1
1642117720743,74,http://localhost/blog/-10,200,OK,Thread Group 1-2,text,true,,10009,541,5,5,http://localhost/blog/Scripts/Auto/04-jquery-jtemplates.js,74,0,0
1642117720818,20,http://localhost/blog/-11,200,OK,Thread Group 1-2,text,true,,3068,533,5,5,http://localhost/blog/Scripts/Auto/05-json2.min.js,20,0,0
1642117720838,104,http://localhost/blog/-12,200,OK,Thread Group 1-2,text,true,,24753,525,5,5,http://localhost/blog/Scripts/Auto/blog.js,103,0,0
1642117720942,90,http://localhost/blog/-13,200,OK,Thread Group 1-2,text,true,,30406,549,5,5,http://localhost/blog/scripts/syntaxhighlighter/scripts/XRegExp.js,90,0,0
1642117720972,48,http://localhost/blog/-14,200,OK,Thread Group 1-2,text,true,,44438,548,5,5,http://localhost/blog/scripts/syntaxhighlighter/scripts/shCore.js,42,0,5
1642117720973,50,http://localhost/blog/-15,200,OK,Thread Group 1-2,text,true,,2730,554,5,5,http://localhost/blog/scripts/syntaxhighlighter/scripts/shAutoloader.js,42,0,6
1642117720975,47,http://localhost/blog/-16,200,OK,Thread Group 1-2,text,true,,2141,545,5,5,http://localhost/blog/scripts/syntaxhighlighter/shActivator.js,39,0,8
1642117721023,17,http://localhost/blog/-17,200,OK,Thread Group 1-2,text,true,,23342,615,5,5,http://localhost/blog/WebResource.axd?d=pynGkmcFUV13He1Qd6_TZKFmBG-AUY7YwSX-Eh_-So8UKa0fIVRDpGlQdJn4r3q4SNLVEw2&t=637729692413207958,17,0,0
1642117721022,16,http://localhost/blog/-18,200,OK,Thread Group 1-2,bin,true,,839,538,5,5,http://localhost/blog/Content/images/blog/rssButton.png,16,0,0
1642117721025,54,http://localhost/blog/-19,200,OK,Thread Group 1-2,bin,true,,1475,562,5,5,http://www.gravatar.com/avatar/6d639091c771c54398e476fbbabb2ce4.jpg?d=identicon,54,0,26
1642117721025,54,http://localhost/blog/-20,200,OK,Thread Group 1-2,bin,true,,3352,562,5,5,http://www.gravatar.com/avatar/0cfd6b180bda41ecaf4e158cec9de287.jpg?d=identicon,54,0,26
1642117720228,2427,openHomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,326218,11429,5,5,null,230,59,1
1642117719122,3544,Algo,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,326218,11429,5,5,null,1340,53,1
1642117720224,2443,Algo,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,326218,11429,5,5,null,232,52,0
1642117721612,1049,Algo,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,326218,11429,5,5,null,11,58,1
1642117720369,2316,Algo,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,326218,11429,5,5,null,104,34,1
1642117722720,3,defineRandomVars,200,OK,Thread Group 1-4,text,true,,0,0,5,5,null,0,0,0
1642117722720,4,defineRandomVars,200,OK,Thread Group 1-3,text,true,,0,0,5,5,null,0,0,0
1642117722720,4,defineRandomVars,200,OK,Thread Group 1-5,text,true,,0,0,5,5,null,0,0,0
1642117720224,2430,Algo,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,326218,11429,5,5,null,230,70,1
1642117722720,6,defineRandomVars,200,OK,Thread Group 1-1,text,true,,0,0,5,5,null,0,0,0
1642117722725,2,defineRandomVars,200,OK,Thread Group 1-2,text,true,,0,0,5,5,null,0,0,0
1642117722742,124,http://localhost/blog/,200,OK,Thread Group 1-5,text,true,,326218,11429,5,5,http://localhost/blog/,7,0,1
1642117722742,7,http://localhost/blog/-0,200,OK,Thread Group 1-5,text,true,,29755,505,5,5,http://localhost/blog/,7,0,1
1642117722756,7,http://localhost/blog/-1,200,OK,Thread Group 1-5,text,true,,5349,528,5,5,http://localhost/blog/Content/Auto/Global.css,4,0,2
1642117722756,110,http://localhost/blog/-2,200,OK,Thread Group 1-5,text,true,,8896,544,5,5,"https://fonts.googleapis.com/css?family=Roboto:300,400,500,700",109,0,69
1642117722758,12,http://localhost/blog/-3,200,OK,Thread Group 1-5,text,true,,25636,542,5,5,http://localhost/blog/Custom/Themes/Standard/css/styles.css,12,0,9
1642117722756,7,http://localhost/blog/-4,200,OK,Thread Group 1-5,bin,true,,3929,539,5,5,http://localhost/blog/Content/images/blog/blogengine.ico,7,0,2
1642117722756,14,http://localhost/blog/-5,200,OK,Thread Group 1-5,text,true,,6323,548,5,5,http://localhost/blog/scripts/syntaxhighlighter/styles/shCore.css,14,0,9
1642117722757,6,http://localhost/blog/-6,200,OK,Thread Group 1-5,text,true,,2887,556,5,5,http://localhost/blog/scripts/syntaxhighlighter/styles/shThemeDefault.css,6,0,0
1642117722765,7,http://localhost/blog/-7,200,OK,Thread Group 1-5,text,true,,1421,518,5,5,http://localhost/blog/en-us.res.axd,7,0,5
1642117722766,10,http://localhost/blog/-8,200,OK,Thread Group 1-5,text,true,,92937,540,5,5,http://localhost/blog/Scripts/Auto/01-jquery-1.9.1.min.js,9,0,7
1642117722769,16,http://localhost/blog/-9,200,OK,Thread Group 1-5,text,true,,2532,537,5,5,http://localhost/blog/Scripts/Auto/02-jquery.cookie.js,16,0,7
1642117722775,8,http://localhost/blog/-10,200,OK,Thread Group 1-5,text,true,,10009,541,5,5,http://localhost/blog/Scripts/Auto/04-jquery-jtemplates.js,7,0,0
1642117722776,27,http://localhost/blog/-11,200,OK,Thread Group 1-5,text,true,,3068,533,5,5,http://localhost/blog/Scripts/Auto/05-json2.min.js,26,0,0
1642117722779,22,http://localhost/blog/-12,200,OK,Thread Group 1-5,text,true,,24753,525,5,5,http://localhost/blog/Scripts/Auto/blog.js,22,0,1
1642117722780,26,http://localhost/blog/-13,200,OK,Thread Group 1-5,text,true,,30406,549,5,5,http://localhost/blog/scripts/syntaxhighlighter/scripts/XRegExp.js,25,0,0
1642117722783,5,http://localhost/blog/-14,200,OK,Thread Group 1-5,text,true,,44438,548,5,5,http://localhost/blog/scripts/syntaxhighlighter/scripts/shCore.js,5,0,0
1642117722786,15,http://localhost/blog/-15,200,OK,Thread Group 1-5,text,true,,2730,554,5,5,http://localhost/blog/scripts/syntaxhighlighter/scripts/shAutoloader.js,15,0,1
1642117722789,11,http://localhost/blog/-16,200,OK,Thread Group 1-5,text,true,,2141,545,5,5,http://localhost/blog/scripts/syntaxhighlighter/shActivator.js,11,0,0
1642117722800,7,http://localhost/blog/-17,200,OK,Thread Group 1-5,text,true,,23342,615,5,5,http://localhost/blog/WebResource.axd?d=pynGkmcFUV13He1Qd6_TZKFmBG-AUY7YwSX-Eh_-So8UKa0fIVRDpGlQdJn4r3q4SNLVEw2&t=637729692413207958,7,0,0
1642117722801,12,http://localhost/blog/-18,200,OK,Thread Group 1-5,bin,true,,839,538,5,5,http://localhost/blog/Content/images/blog/rssButton.png,11,0,0
1642117722801,47,http://localhost/blog/-19,200,OK,Thread Group 1-5,bin,true,,1475,562,5,5,http://www.gravatar.com/avatar/6d639091c771c54398e476fbbabb2ce4.jpg?d=identicon,47,0,25
1642117722803,59,http://localhost/blog/-20,200,OK,Thread Group 1-5,bin,true,,3352,562,5,5,http://www.gravatar.com/avatar/0cfd6b180bda41ecaf4e158cec9de287.jpg?d=identicon,59,0,23
1642117722724,124,openHomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-5,,true,,326218,11429,5,5,null,7,20,1
1642117722720,128,Algo,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,326218,11429,5,5,null,7,22,1
1642117722871,2,defineRandomVars,200,OK,Thread Group 1-5,text,true,,0,0,5,5,null,0,0,0
1642117722743,165,http://localhost/blog/,200,OK,Thread Group 1-2,text,true,,326218,11429,5,5,http://localhost/blog/,6,0,0
1642117722743,6,http://localhost/blog/-0,200,OK,Thread Group 1-2,text,true,,29755,505,5,5,http://localhost/blog/,6,0,0
1642117722757,6,http://localhost/blog/-1,200,OK,Thread Group 1-2,text,true,,5349,528,5,5,http://localhost/blog/Content/Auto/Global.css,6,0,0
1642117722757,151,http://localhost/blog/-2,200,OK,Thread Group 1-2,text,true,,8896,544,5,5,"https://fonts.googleapis.com/css?family=Roboto:300,400,500,700",149,0,110
